Supermarket,Category,Product Title,Product Price,Base Price,Per unit,Product URL
Woolworths,Meat and Seafood,Luv-A-Duck Fresh Duck Breast Fillets 380g,14.5,38.16,1KG,https://www.woolworths.com.au/shop/productdetails/964342/luv-a-duck-fresh-duck-breast-fillets
Woolworths,Meat and Seafood,Just Caught Cooked Prawns Tail Off Extra Small 350g,8.0,22.86,1KG,https://www.woolworths.com.au/shop/productdetails/905347/just-caught-cooked-prawns-tail-off-extra-small
Woolworths,Meat and Seafood,Macro Free Range Australian Diced Chicken Breast 500g,12.0,24.0,1KG,https://www.woolworths.com.au/shop/productdetails/927662/macro-free-range-australian-diced-chicken-breast
Woolworths,Meat and Seafood,Woolworths Moisture Infused Pork Chops 1.2kg,23.0,19.17,1KG,https://www.woolworths.com.au/shop/productdetails/710886/woolworths-moisture-infused-pork-chops
Woolworths,Meat and Seafood,Don Bacon Pan Size Rindless 200g,6.6,33.0,1KG,https://www.woolworths.com.au/shop/productdetails/178241/don-bacon-pan-size-rindless
Woolworths,Meat and Seafood,Bertocchi Mortadella Plain Sliced From The Deli Per Kg,16.5,16.5,1KG,https://www.woolworths.com.au/shop/productdetails/14812/bertocchi-mortadella-plain-sliced-from-the-deli
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Giblets 500g,3.75,7.5,1KG,https://www.woolworths.com.au/shop/productdetails/83170/woolworths-rspca-approved-chicken-giblets
Woolworths,Meat and Seafood,Bertocchi Smoked Pork Bones Per Kg,13.5,13.5,1KG,https://www.woolworths.com.au/shop/productdetails/477866/bertocchi-smoked-pork-bones
Woolworths,Meat and Seafood,Woolworths Pork Ribs 600g - 1.9kg,38.0,20.0,1KG,https://www.woolworths.com.au/shop/productdetails/675622/woolworths-pork-ribs
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Single Breast Fillet 300g,5.5,18.33,1KG,https://www.woolworths.com.au/shop/productdetails/114263/woolworths-rspca-approved-chicken-single-breast-fillet
Woolworths,Meat and Seafood,Bertocchi Pancetta Mild Sliced From The Deli Per kg,42.0,42.0,1KG,https://www.woolworths.com.au/shop/productdetails/726028/bertocchi-pancetta-mild-sliced-from-the-deli
Woolworths,Meat and Seafood,D'Orsogna Natural Leg Ham Portion 700g,17.0,24.29,1KG,https://www.woolworths.com.au/shop/productdetails/532958/d-orsogna-natural-leg-ham-portion
Woolworths,Meat and Seafood,D'Orsogna Streaky Bacon 750g,17.6,23.47,1KG,https://www.woolworths.com.au/shop/productdetails/911890/d-orsogna-streaky-bacon
Woolworths,Meat and Seafood,Steggles Chicken Breast Schnitzel Gravy Flavoured 600g,12.0,20.0,1KG,https://www.woolworths.com.au/shop/productdetails/388014/steggles-chicken-breast-schnitzel-gravy-flavoured
Woolworths,Meat and Seafood,K R Castlemaine Fritz Smiley Loaf Per kg,15.0,15.0,1KG,https://www.woolworths.com.au/shop/productdetails/30845/k-r-castlemaine-fritz-smiley-loaf-sliced-smiley-loaf
Woolworths,Meat and Seafood,Tassal Atlantic Salmon Skin On 300g,18.0,60.0,1KG,https://www.woolworths.com.au/shop/productdetails/630332/tassal-atlantic-salmon-skin-on
Woolworths,Meat and Seafood,Macro Free Range Chicken Boneless Butterflied Chicken Moroccan 900g - 1.4kg,21.0,15.0,1KG,https://www.woolworths.com.au/shop/productdetails/253887/macro-free-range-chicken-boneless-butterflied-chicken-moroccan
Woolworths,Meat and Seafood,Woolworths Gluten Free 2 Chicken Schnitzels 300g,7.5,25.0,1KG,https://www.woolworths.com.au/shop/productdetails/910389/woolworths-gluten-free-2-chicken-schnitzels
Woolworths,Meat and Seafood,Woolworths Hot Smoked Salmon Natural 150g,8.5,56.67,1KG,https://www.woolworths.com.au/shop/productdetails/756620/woolworths-hot-smoked-salmon-natural
Woolworths,Meat and Seafood,Macro Grass Fed 4 Beef Burgers 500g,8.0,16.0,1KG,https://www.woolworths.com.au/shop/productdetails/901716/macro-grass-fed-4-beef-burgers-patties
Woolworths,Meat and Seafood,Peppercorn Butch Beef Jumbo Burger Garlic Pepper 600g,10.0,16.67,1KG,https://www.woolworths.com.au/shop/productdetails/790208/peppercorn-butch-beef-jumbo-burger-garlic-pepper
Woolworths,Meat and Seafood,Woolworths Beef Strips Teriyaki Style 300g,9.0,30.0,1KG,https://www.woolworths.com.au/shop/productdetails/256351/woolworths-beef-strips-teriyaki-style
Woolworths,Meat and Seafood,Fitzco Aussie Country Style Rissoles 8 Pack 500g,6.2,12.4,1KG,https://www.woolworths.com.au/shop/productdetails/922723/fitzco-aussie-country-style-rissoles-8-pack
Woolworths,Meat and Seafood,Woolworths 10 Smokey BBQ Pork Sausages 550g,5.9,10.73,1KG,https://www.woolworths.com.au/shop/productdetails/901508/woolworths-10-smokey-bbq-pork-sausages
Woolworths,Meat and Seafood,Woolworths Cook Butterflied Chicken Sweet Garlic & Herb Marinade 900g - 1.25kg,12.0,10.0,1KG,https://www.woolworths.com.au/shop/productdetails/668510/woolworths-cook-butterflied-chicken-sweet-garlic-herb-marinade
Woolworths,Meat and Seafood,Barossa Fine Foods Australian Gypsy Ham Shaved From The Deli Per kg,34.0,34.0,1KG,https://www.woolworths.com.au/shop/productdetails/103480/barossa-fine-foods-australian-gypsy-ham-shaved-from-the-deli
Woolworths,Meat and Seafood,K-Roo Kangaroo Sizzle Steak 400g,10.0,25.0,1KG,https://www.woolworths.com.au/shop/productdetails/120304/k-roo-kangaroo-sizzle-steak
Woolworths,Meat and Seafood,Woolworths Beef Family Roast 600g - 2kg,38.0,19.0,1KG,https://www.woolworths.com.au/shop/productdetails/453086/woolworths-beef-family-roast
Woolworths,Meat and Seafood,Woolworths 12 Chicken Kebabs Hoisin 750g,11.5,15.33,1KG,https://www.woolworths.com.au/shop/productdetails/908273/woolworths-12-chicken-kebabs-hoisin
Woolworths,Meat and Seafood,Woolworths Lamb Cutlets 4 - 7 Pieces 250g - 600g,25.8,43.0,1KG,https://www.woolworths.com.au/shop/productdetails/764994/woolworths-lamb-cutlets-4-7-pieces
Woolworths,Meat and Seafood,Woolworths Beef Soup Bones 1kg - 1.3kg,9.1,7.0,1KG,https://www.woolworths.com.au/shop/productdetails/703387/woolworths-beef-soup-bones
Woolworths,Meat and Seafood,Chapmans Chapmans Bung Fritz From The Deli Per Kg,12.2,12.2,1KG,https://www.woolworths.com.au/shop/productdetails/12605/chapmans-bung-fritz-from-the-deli
Woolworths,Meat and Seafood,Woolworths Lamb Offcut 4 - 6 Pieces 650g - 1.2kg,10.8,9.0,1KG,https://www.woolworths.com.au/shop/productdetails/765012/woolworths-lamb-offcut-4-6-pieces
Woolworths,Meat and Seafood,Bertocchi Pan Sized Premium Bacon 400g,11.0,27.5,1KG,https://www.woolworths.com.au/shop/productdetails/6000632/bertocchi-pan-sized-premium-bacon
Woolworths,Meat and Seafood,Woolworths Pork Loin Roast Boneless Small 1.2kg - 2kg,30.0,15.0,1KG,https://www.woolworths.com.au/shop/productdetails/764406/woolworths-pork-loin-roast-boneless-small
Woolworths,Meat and Seafood,Woolworths Frozen Barramundi 1kg,20.9,20.9,1KG,https://www.woolworths.com.au/shop/productdetails/664737/woolworths-frozen-barramundi
Woolworths,Meat and Seafood,Ocean Chef Peeled Tail Off & Deveined Raw Prawns 500g,15.0,30.0,1KG,https://www.woolworths.com.au/shop/productdetails/399608/ocean-chef-peeled-tail-off-deveined-raw-prawns
Woolworths,Meat and Seafood,Tassal Atlantic Salmon Skin Off 300g,19.0,63.33,1KG,https://www.woolworths.com.au/shop/productdetails/630331/tassal-atlantic-salmon-skin-off
Woolworths,Meat and Seafood,Woolworths Oven Baked Chicken Breast Schnitzels 350g,9.5,27.14,1KG,https://www.woolworths.com.au/shop/productdetails/433238/woolworths-oven-baked-chicken-breast-schnitzels
Woolworths,Meat and Seafood,Bertocchi Pork Bones Smoked 500g,5.5,11.0,1KG,https://www.woolworths.com.au/shop/productdetails/262374/bertocchi-pork-bones-smoked
Woolworths,Meat and Seafood,Macro Free Range 6 Chicken Sausages 500g,8.0,16.0,1KG,https://www.woolworths.com.au/shop/productdetails/901638/macro-free-range-6-chicken-sausages
Woolworths,Meat and Seafood,Woolworths 4 Steakhouse Quarter Pound Beef Burgers 454g,9.0,19.82,1KG,https://www.woolworths.com.au/shop/productdetails/901636/woolworths-4-steakhouse-quarter-pound-beef-burgers
Woolworths,Meat and Seafood,Woolworths COOK Slow Cooked Mild Mexican Pork Shoulder 650g,11.2,17.23,1KG,https://www.woolworths.com.au/shop/productdetails/464671/woolworths-cook-slow-cooked-mild-mexican-pork-shoulder
Woolworths,Meat and Seafood,Woolworths Chef's Selection Variety Sausages 8 pack,11.0,17.46,1KG,https://www.woolworths.com.au/shop/productdetails/345734/woolworths-chef-s-selection-variety-sausages
Woolworths,Meat and Seafood,Woolworths Thawed Large Cooked Tiger Prawns Per Kg,32.0,32.0,1KG,https://www.woolworths.com.au/shop/productdetails/65031/woolworths-thawed-large-cooked-tiger-prawns
Woolworths,Meat and Seafood,Market Value Bbq Pack 8 Sausages & 4 Burgers 1kg,10.5,10.5,1KG,https://www.woolworths.com.au/shop/productdetails/563002/market-value-bbq-pack-8-sausages-4-burgers
Woolworths,Meat and Seafood,Primo Middle Bacon 750g,12.5,16.67,1KG,https://www.woolworths.com.au/shop/productdetails/140658/primo-middle-bacon
Woolworths,Meat and Seafood,Woolworths Cook Chinese BBQ Style Pork With Char Siu Sauce 560g,10.4,18.57,1KG,https://www.woolworths.com.au/shop/productdetails/135629/woolworths-cook-chinese-bbq-style-pork-with-char-siu-sauce
Woolworths,Meat and Seafood,Macro Free Range Australian Chicken Lovely Legs 500g - 700g,7.35,10.5,1KG,https://www.woolworths.com.au/shop/productdetails/927523/macro-free-range-australian-chicken-lovely-legs
Woolworths,Meat and Seafood,Macro Chicken Stir Fry Strips Free Range Smokey Mexican 500g,11.5,23.0,1KG,https://www.woolworths.com.au/shop/productdetails/905079/macro-chicken-stir-fry-strips-free-range-smokey-mexican
Woolworths,Meat and Seafood,Woolworths 4 Souvlaki Chicken Kebabs 600g,11.0,18.33,1KG,https://www.woolworths.com.au/shop/productdetails/906075/woolworths-4-souvlaki-chicken-kebabs
Woolworths,Meat and Seafood,Woolworths 2 Wagyu Thick & Juicy Beef Burgers 300g,10.0,33.33,1KG,https://www.woolworths.com.au/shop/productdetails/901714/woolworths-2-wagyu-thick-juicy-beef-burgers
Woolworths,Meat and Seafood,Woolworths Raw Prawn Meat 220g,10.0,45.45,1KG,https://www.woolworths.com.au/shop/productdetails/289586/woolworths-raw-prawn-meat
Woolworths,Meat and Seafood,Just Caught Garlic Prawns 500g,14.3,28.6,1KG,https://www.woolworths.com.au/shop/productdetails/62458/just-caught-garlic-prawns
Woolworths,Meat and Seafood,K-Roo Kangaroo Diced 500g,11.5,23.0,1KG,https://www.woolworths.com.au/shop/productdetails/799575/k-roo-kangaroo-diced
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Wings 2kg,9.5,4.75,1KG,https://www.woolworths.com.au/shop/productdetails/353761/woolworths-rspca-approved-chicken-wings
Woolworths,Meat and Seafood,Just Caught Peeled & Deveined Cooked Prawns 500g,20.0,40.0,1KG,https://www.woolworths.com.au/shop/productdetails/265186/just-caught-peeled-deveined-cooked-prawns
Woolworths,Meat and Seafood,Woolworths Smoked Streaky Bacon 200g,7.5,37.5,1KG,https://www.woolworths.com.au/shop/productdetails/240363/woolworths-smoked-streaky-bacon
Woolworths,Meat and Seafood,Macro Free Range Chicken V Wings 750g - 1.1kg,11.55,10.5,1KG,https://www.woolworths.com.au/shop/productdetails/792933/macro-free-range-chicken-v-wings
Woolworths,Meat and Seafood,Just Caught Atlantic Salmon Skinless 1kg,29.0,29.0,1KG,https://www.woolworths.com.au/shop/productdetails/891961/just-caught-atlantic-salmon-skinless
Woolworths,Meat and Seafood,Bertocchi Gold Streaky Premium Bacon 300g,11.0,36.67,1KG,https://www.woolworths.com.au/shop/productdetails/6000671/bertocchi-gold-streaky-premium-bacon
Woolworths,Meat and Seafood,Hans Pork Ham Steaks 300g,4.7,15.67,1KG,https://www.woolworths.com.au/shop/productdetails/334982/hans-pork-ham-steaks
Woolworths,Meat and Seafood,Woolworths 10  Sweet Chilli Chicken Sausages 550g,5.9,10.73,1KG,https://www.woolworths.com.au/shop/productdetails/901509/woolworths-10-sweet-chilli-chicken-sausages
Woolworths,Meat and Seafood,Hans Saveloys From The Deli Per Kg,14.6,14.6,1KG,https://www.woolworths.com.au/shop/productdetails/48384/hans-saveloys-from-the-deli
Woolworths,Meat and Seafood,Woolworths Heart Smart Veal Schnitzel 290g - 500g,19.0,38.0,1KG,https://www.woolworths.com.au/shop/productdetails/117766/woolworths-heart-smart-veal-schnitzel
Woolworths,Meat and Seafood,Woolworths 2 Chicken Schnitzels Pub Style 440g,10.5,23.86,1KG,https://www.woolworths.com.au/shop/productdetails/6007785/woolworths-2-chicken-schnitzels-pub-style
Woolworths,Meat and Seafood,Market Value Porterhouse Steak 600g - 1.4kg,39.9,28.5,1KG,https://www.woolworths.com.au/shop/productdetails/73632/market-value-porterhouse-steak-thermo
Woolworths,Meat and Seafood,Tassal Smoked Salmon 250g,16.0,64.0,1KG,https://www.woolworths.com.au/shop/productdetails/847118/tassal-smoked-salmon
Woolworths,Meat and Seafood,Woolworths Bbq Beef Kebabs Mild 450g,8.5,18.89,1KG,https://www.woolworths.com.au/shop/productdetails/162401/woolworths-bbq-beef-kebabs-mild-style
Woolworths,Meat and Seafood,Ocean Blue Smoked Salmon 180g,13.5,75.0,1KG,https://www.woolworths.com.au/shop/productdetails/345348/ocean-blue-smoked-salmon
Woolworths,Meat and Seafood,Primo Salt Reduced Shortcut Rindless Bacon 200g,6.8,34.0,1KG,https://www.woolworths.com.au/shop/productdetails/212935/primo-salt-reduced-shortcut-rindless-bacon
Woolworths,Meat and Seafood,Woolworths Cocktail Prawns Peeled & Deveined 220g,10.0,45.45,1KG,https://www.woolworths.com.au/shop/productdetails/289589/woolworths-cocktail-prawns-peeled-deveined
Woolworths,Meat and Seafood,Luv-A-Duck Peking Duck Pancake Kit 560g,18.0,32.14,1KG,https://www.woolworths.com.au/shop/productdetails/609710/luv-a-duck-peking-duck-pancake-kit
Woolworths,Meat and Seafood,Woolworths Prawn Ring Platter Cooked & Peeled 200g,8.5,42.5,1KG,https://www.woolworths.com.au/shop/productdetails/42178/woolworths-prawn-ring-platter-cooked-peeled
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Mixed Pieces 2kg,9.0,4.5,1KG,https://www.woolworths.com.au/shop/productdetails/272086/woolworths-rspca-approved-chicken-mixed-pieces
Woolworths,Meat and Seafood,Princi Plain Mortadella Shaved From The Deli Per kg,17.5,17.5,1KG,https://www.woolworths.com.au/shop/productdetails/104886/princi-plain-mortadella-shaved-from-the-deli
Woolworths,Meat and Seafood,Market Value Blade Steak 700g - 1.420kg,26.98,19.0,1KG,https://www.woolworths.com.au/shop/productdetails/236849/market-value-blade-steak
Woolworths,Meat and Seafood,Luv-A-Duck Peking Duck Breasts Slow Cooked 380g,10.0,26.32,1KG,https://www.woolworths.com.au/shop/productdetails/966419/luv-a-duck-peking-duck-breasts-slow-cooked
Woolworths,Meat and Seafood,Tassal Salmon Mustard & Dill 300g,18.0,60.0,1KG,https://www.woolworths.com.au/shop/productdetails/176620/tassal-salmon-mustard-dill
Woolworths,Meat and Seafood,Don Bacon Pansize Double Smoked 200g,6.6,33.0,1KG,https://www.woolworths.com.au/shop/productdetails/178202/don-bacon-pansize-double-smoked
Woolworths,Meat and Seafood,Woolworths 6 Chicken Kebabs Hoisin 375g,8.0,21.33,1KG,https://www.woolworths.com.au/shop/productdetails/908246/woolworths-6-chicken-kebabs-hoisin
Woolworths,Meat and Seafood,K-Roo Kangaroo Burger 440g,9.0,20.45,1KG,https://www.woolworths.com.au/shop/productdetails/713466/k-roo-kangaroo-burger
Woolworths,Meat and Seafood,Woolworths Gourmet Lamb Sausages With Oregano & Garlic 450g,9.0,20.0,1KG,https://www.woolworths.com.au/shop/productdetails/899808/woolworths-gourmet-lamb-sausages-with-oregano-garlic
Woolworths,Meat and Seafood,Tassal Hot Smoked Salmon Peppercorn 150g,13.0,86.67,1KG,https://www.woolworths.com.au/shop/productdetails/846996/tassal-hot-smoked-salmon-peppercorn
Woolworths,Meat and Seafood,The British Sausage Co Raw Smoked Rindless Back Bacon 200g,6.0,30.0,1KG,https://www.woolworths.com.au/shop/productdetails/693435/the-british-sausage-co-raw-smoked-rindless-back-bacon
Woolworths,Meat and Seafood,Woolworths Cook Pork Knuckle 630g - 1.3kg,13.52,10.4,1KG,https://www.woolworths.com.au/shop/productdetails/78575/woolworths-cook-pork-knuckle
Woolworths,Meat and Seafood,Woolworths Lamb Rump Steak Medium 400g - 600g,19.2,32.0,1KG,https://www.woolworths.com.au/shop/productdetails/675643/woolworths-lamb-rump-steak-medium
Woolworths,Meat and Seafood,Thawed Freshwater Basa Fillets Bag And Bake Teriyaki Ginger Per Kg,11.0,11.0,1KG,https://www.woolworths.com.au/shop/productdetails/859281/thawed-freshwater-basa-fillets-bag-and-bake-teriyaki-ginger
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Leg Fillet Diced 500g,9.5,19.0,1KG,https://www.woolworths.com.au/shop/productdetails/114262/woolworths-rspca-approved-chicken-leg-fillet-diced
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Whole Seasoned & Marinated 1.35kg - 2.65kg,19.88,7.5,1KG,https://www.woolworths.com.au/shop/productdetails/171011/woolworths-rspca-approved-chicken-whole-seasoned-marinated
Woolworths,Meat and Seafood,Ocean Chef New Zealand Hoki Fillets 1kg,21.0,21.0,1KG,https://www.woolworths.com.au/shop/productdetails/665989/ocean-chef-new-zealand-hoki-fillets
Woolworths,Meat and Seafood,Woolworths COOK Slow Cooked Pork Rib Rack With Sweet & Smokey BBQ Glaze 900g,16.8,18.67,1KG,https://www.woolworths.com.au/shop/productdetails/469142/woolworths-cook-slow-cooked-pork-rib-rack-with-sweet-smokey-bbq-glaze
Woolworths,Meat and Seafood,Market Value Scotch Fillet 420g - 900g,29.7,33.0,1KG,https://www.woolworths.com.au/shop/productdetails/236848/market-value-scotch-fillet
Woolworths,Meat and Seafood,Woolworths 12 Chicken Kebabs Sweet Curry 750g,11.5,15.33,1KG,https://www.woolworths.com.au/shop/productdetails/909455/woolworths-12-chicken-kebabs-sweet-curry
Woolworths,Meat and Seafood,Market Value 10 BBQ Burgers 1kg,10.5,10.5,1KG,https://www.woolworths.com.au/shop/productdetails/899858/market-value-10-bbq-burgers-patties-bulk-pack
Woolworths,Meat and Seafood,Woolworths Hot Smoked Salmon Pepper 150g,8.5,56.67,1KG,https://www.woolworths.com.au/shop/productdetails/764099/woolworths-hot-smoked-salmon-pepper
Woolworths,Meat and Seafood,Birch & Waite Rich Tartare Seafood Sauce 250ml,5.25,2.1,100ML,https://www.woolworths.com.au/shop/productdetails/841749/birch-waite-rich-tartare-seafood-sauce
Woolworths,Meat and Seafood,K-Roo Kangaroo Steak 400g,12.0,30.0,1KG,https://www.woolworths.com.au/shop/productdetails/6024471/k-roo-kangaroo-steak
Woolworths,Meat and Seafood,Woolworths Salmon Portions Skin Off 2 pack,16.0,57.14,1KG,https://www.woolworths.com.au/shop/productdetails/150805/woolworths-salmon-portions-skin-off
Woolworths,Meat and Seafood,Steggles Chicken Breast Fingers Crumbed 360g,6.5,18.06,1KG,https://www.woolworths.com.au/shop/productdetails/705144/steggles-chicken-breast-fingers-crumbed
Woolworths,Meat and Seafood,Primo Speck Portion 100g - 450g,13.95,31.0,1KG,https://www.woolworths.com.au/shop/productdetails/328044/primo-speck-portion
Woolworths,Meat and Seafood,D'Orsogna Middle Bacon 1Kg,22.0,22.0,1KG,https://www.woolworths.com.au/shop/productdetails/390420/d-orsogna-middle-bacon
Woolworths,Meat and Seafood,Ocean Blue Sliced Smoked Salmon Cracked Pepper 100g,9.0,90.0,1KG,https://www.woolworths.com.au/shop/productdetails/120843/ocean-blue-sliced-smoked-salmon-cracked-pepper
Woolworths,Meat and Seafood,Tassal Smoked Salmon 150g,11.0,73.33,1KG,https://www.woolworths.com.au/shop/productdetails/847049/tassal-smoked-salmon
Woolworths,Meat and Seafood,Ocean Chef South American Flathead Fillets 1kg,21.0,21.0,1KG,https://www.woolworths.com.au/shop/productdetails/682485/ocean-chef-south-american-flathead-fillets
Woolworths,Meat and Seafood,D'Orsogna Triple Smoked Leg Ham 850g,15.75,18.53,1KG,https://www.woolworths.com.au/shop/productdetails/391842/d-orsogna-triple-smoked-leg-ham
Woolworths,Meat and Seafood,Woolworths Surimi Mix 1kg,10.0,10.0,1KG,https://www.woolworths.com.au/shop/productdetails/690880/woolworths-surimi-mix
Woolworths,Meat and Seafood,Steggles Chicken Breast Schnitzel Panko & Quinoa 600g,12.0,20.0,1KG,https://www.woolworths.com.au/shop/productdetails/6010699/steggles-chicken-breast-schnitzel-panko-quinoa
Woolworths,Meat and Seafood,Woolworths 8 Mini Chicken Kebabs Sweet Chilli & Lime 375g,9.0,24.0,1KG,https://www.woolworths.com.au/shop/productdetails/908701/woolworths-8-mini-chicken-kebabs-sweet-chilli-lime
Woolworths,Meat and Seafood,Woolworths Southern Fried Chicken Pops 400g,9.0,22.5,1KG,https://www.woolworths.com.au/shop/productdetails/134088/woolworths-southern-fried-chicken-pops
Woolworths,Meat and Seafood,Woolworths Thawed Squid Tubes Per Kg,22.0,22.0,1KG,https://www.woolworths.com.au/shop/productdetails/130482/woolworths-thawed-squid-tubes
Woolworths,Meat and Seafood,Gourmet Seafood Salad Chilled Premium Gourmet Per Kg,20.0,20.0,1KG,https://www.woolworths.com.au/shop/productdetails/97444/gourmet-seafood-salad-chilled-premium-gourmet
Woolworths,Meat and Seafood,Princi Olive Mortadella Sliced From The Deli Per kg,17.5,17.5,1KG,https://www.woolworths.com.au/shop/productdetails/958192/princi-olive-mortadella-sliced-from-the-deli
Woolworths,Meat and Seafood,Woolworths Beef Cheek 300g - 1kg,30.0,30.0,1KG,https://www.woolworths.com.au/shop/productdetails/680499/woolworths-beef-cheek-cheek
Woolworths,Meat and Seafood,Woolworths Cook Butterflied Lamb Leg With Honey & Rosemary 400g - 900g,18.9,21.0,1KG,https://www.woolworths.com.au/shop/productdetails/699933/woolworths-cook-butterflied-lamb-leg-with-honey-rosemary
Woolworths,Meat and Seafood,Primo Corned Beef Silverside 500g - 1.1kg,25.3,23.0,1KG,https://www.woolworths.com.au/shop/productdetails/973392/primo-corned-beef-silverside
Woolworths,Meat and Seafood,Woolworths RSPCA Approved Chicken Frames 1.2kg,6.6,5.5,1KG,https://www.woolworths.com.au/shop/productdetails/272087/woolworths-rspca-approved-chicken-frames
Woolworths,Meat and Seafood,Woolworths Raw Prawns With Garlic & Herb Marinade 220g,10.0,45.45,1KG,https://www.woolworths.com.au/shop/productdetails/289587/woolworths-raw-prawns-with-garlic-herb-marinade
Woolworths,Meat and Seafood,Woolworths Gourmet Pork Chipolatas With Jarrah Honey 500g,9.0,18.0,1KG,https://www.woolworths.com.au/shop/productdetails/901488/woolworths-gourmet-pork-chipolatas-with-jarrah-honey
Woolworths,Meat and Seafood,United Fish Co Whole Shell Greenshell Mussels Frozen 1kg,6.5,6.5,1KG,https://www.woolworths.com.au/shop/productdetails/182718/united-fish-co-whole-shell-greenshell-mussels-frozen
Woolworths,Meat and Seafood,Luv-A-Duck Confit Duck Legs Slow Cooked 450g,14.5,32.22,1KG,https://www.woolworths.com.au/shop/productdetails/964292/luv-a-duck-confit-duck-legs-slow-cooked
Woolworths,Meat and Seafood,Macro Free Range Chicken Portuguese Portions 1kg - 1.25kg,13.13,10.5,1KG,https://www.woolworths.com.au/shop/productdetails/755470/macro-free-range-chicken-portuguese-portions
Woolworths,Meat and Seafood,Woolworths Smoked Bacon Pan Sized 200g,6.5,32.5,1KG,https://www.woolworths.com.au/shop/productdetails/453089/woolworths-smoked-bacon-pan-sized
Woolworths,Meat and Seafood,Noel Smoked Spanish Jamon Serrano Freshly Sliced From The Deli Per Kg,50.0,50.0,1KG,https://www.woolworths.com.au/shop/productdetails/800956/noel-smoked-spanish-jamon-serrano-freshly-sliced-from-the-deli
Woolworths,Meat and Seafood,Woolworths Hickory Smoked Leg Ham 400g - 1.2kg,28.2,23.5,1KG,https://www.woolworths.com.au/shop/productdetails/218133/woolworths-hickory-smoked-leg-ham
Woolworths,Meat and Seafood,Superior Gold Salmon Smoked 180g,18.0,100.0,1KG,https://www.woolworths.com.au/shop/productdetails/846997/superior-gold-salmon-smoked
Woolworths,Meat and Seafood,Birch & Waite Parsley Dill & Tarragon Seafood Sauce 250mL,5.25,2.1,100ML,https://www.woolworths.com.au/shop/productdetails/841741/birch-waite-parsley-dill-tarragon-seafood-sauce
Woolworths,Meat and Seafood,Tassal Hot Smoked Salmon Natural 150g,13.0,86.67,1KG,https://www.woolworths.com.au/shop/productdetails/846995/tassal-hot-smoked-salmon-natural
Woolworths,Meat and Seafood,Macro Organic Chicken Breast Fillet 500g - 750g,26.25,35.0,1KG,https://www.woolworths.com.au/shop/productdetails/365624/macro-organic-chicken-breast-fillet
Woolworths,Meat and Seafood,Bertocchi Traditional Flat Pancetta With Black Pepper 250g - 450g,21.6,48.0,1KG,https://www.woolworths.com.au/shop/productdetails/390399/bertocchi-traditional-flat-pancetta-with-black-pepper
Woolworths,Meat and Seafood,Woolworths Wood Smoked & Sliced Smoked Trout 100g,6.5,65.0,1KG,https://www.woolworths.com.au/shop/productdetails/274959/woolworths-wood-smoked-sliced-smoked-trout
Woolworths,Meat and Seafood,Woolworths Lamb Leg Butterflied 600g - 1.3kg,27.3,21.0,1KG,https://www.woolworths.com.au/shop/productdetails/321135/woolworths-lamb-leg-butterflied
Woolworths,Meat and Seafood,Ocean Blue Surimi Sea Sticks 150g,4.0,26.67,1KG,https://www.woolworths.com.au/shop/productdetails/766473/ocean-blue-surimi-sea-sticks
Woolworths,Meat and Seafood,K-Roo Herb & Garlic Kangaroo Steaks 400g,12.0,30.0,1KG,https://www.woolworths.com.au/shop/productdetails/6024446/k-roo-herb-garlic-kangaroo-steaks
Woolworths,Meat and Seafood,D'Orsogna Mini Champagne Leg Ham 850g,15.75,18.53,1KG,https://www.woolworths.com.au/shop/productdetails/580252/d-orsogna-mini-champagne-leg-ham
Woolworths,Meat and Seafood,Ocean Chef Gourmet Marinara Seafood Mix 1kg,18.5,18.5,1KG,https://www.woolworths.com.au/shop/productdetails/118268/ocean-chef-gourmet-marinara-seafood-mix
Woolworths,Meat and Seafood,Humpty Doo Barramundi Frozen 600g,25.0,41.67,1KG,https://www.woolworths.com.au/shop/productdetails/399584/humpty-doo-barramundi-frozen-barramundi
Woolworths,Meat and Seafood,Woolworths Southern Style Chicken Portions 1.2kg,15.5,12.92,1KG,https://www.woolworths.com.au/shop/productdetails/913846/woolworths-southern-style-chicken-portions
Woolworths,Meat and Seafood,Ingham's Classic Turkey Breast Oven Roasted 800g,24.5,30.63,1KG,https://www.woolworths.com.au/shop/productdetails/210537/ingham-s-classic-turkey-breast-oven-roasted
Woolworths,Meat and Seafood,Ocean Chef Atlantic Salmon Portions Mediterranean Style 1Kg,29.5,29.5,1KG,https://www.woolworths.com.au/shop/productdetails/811474/ocean-chef-atlantic-salmon-portions-mediterranean-style
Woolworths,Meat and Seafood,Woolworths 4 Chuck & Brisket Quarter Pound Beef Burgers 454g,9.0,19.82,1KG,https://www.woolworths.com.au/shop/productdetails/901639/woolworths-4-chuck-brisket-quarter-pound-beef-burgers
Woolworths,Meat and Seafood,Woolworths Fresh Pacific Oysters 12 pack,21.0,1.75,1EA,https://www.woolworths.com.au/shop/productdetails/96057/woolworths-fresh-pacific-oysters
