Supermarket,Category,Product Title,Product Price,$ per kg/L,$ per piece,Base Price,Per unit,Product URL,Product Sale
Woolworths,Freezer,Sara Lee Mini Cups Sticky Date Pudding 4 pack,9.00,32.10,,3.21,100G,https://www.woolworths.com.au/shop/productdetails/6064974/sara-lee-mini-cups-sticky-date-pudding,
Woolworths,Freezer,Pistachio Papi Ooozy Blondie Raspberry & Pistachio 430g,18.00,41.90,,4.19,100G,https://www.woolworths.com.au/shop/productdetails/6069737/pistachio-papi-ooozy-blondie-raspberry-pistachio,
Woolworths,Freezer,FroPro Protein Lava Cake Caramel 230g 2 pack,12.95,56.30,,5.63,100G,https://www.woolworths.com.au/shop/productdetails/6066342/fropro-protein-lava-cake-caramel,
Woolworths,Freezer,Bomberry Dark & White Chocolate Raspberries 150g,11.90,79.30,,7.93,100G,https://www.woolworths.com.au/shop/productdetails/6067986/bomberry-dark-white-chocolate-raspberries,
Woolworths,Freezer,Borg's Puff Pastry Roll 300g,2.50,8.30,,0.83,100G,https://www.woolworths.com.au/shop/productdetails/6064914/borg-s-puff-pastry-roll,
Woolworths,Freezer,Sara Lee Mini Cups Chocolate Bavarian 4 pack,9.00,28.10,,2.81,100G,https://www.woolworths.com.au/shop/productdetails/6064652/sara-lee-mini-cups-chocolate-bavarian,
Woolworths,Freezer,Pistachio Papi Ooozy Mudcake Milk Choc & Pistachio 430g,18.00,41.90,,4.19,100G,https://www.woolworths.com.au/shop/productdetails/6070058/pistachio-papi-ooozy-mudcake-milk-choc-pistachio,
Woolworths,Freezer,Bomberry Milk & White Chocolate Raspberries 150g,11.90,79.30,,7.93,100G,https://www.woolworths.com.au/shop/productdetails/6069237/bomberry-milk-white-chocolate-raspberries,
Woolworths,Freezer,FroPro Protein Lava Cake Double Chocolate 230g 2 pack,12.95,56.30,,5.63,100G,https://www.woolworths.com.au/shop/productdetails/6066647/fropro-protein-lava-cake-double-chocolate,
Woolworths,Freezer,Sara Lee Mini Cups French Vanilla Cheesecake 4 pack,9.00,28.10,,2.81,100G,https://www.woolworths.com.au/shop/productdetails/6065443/sara-lee-mini-cups-french-vanilla-cheesecake,
Woolworths,Freezer,Borg's Shortcrust Pastry Roll 300g,2.50,8.30,,0.83,100G,https://www.woolworths.com.au/shop/productdetails/6065153/borg-s-shortcrust-pastry-roll,
Woolworths,Freezer,Amazonia Acai Cubes Original 400g,9.00,22.50,,22.5,1KG,https://www.woolworths.com.au/shop/productdetails/6070198/amazonia-acai-cubes-original,
Woolworths,Freezer,Bomberry Milk & White Chocolate Blueberries 150g,11.90,79.30,,7.93,100G,https://www.woolworths.com.au/shop/productdetails/6066246/bomberry-milk-white-chocolate-blueberries,
Woolworths,Freezer,Sara Lee Mini Cups Golden Apple Crumble 4 pack,9.00,25.00,,2.5,100G,https://www.woolworths.com.au/shop/productdetails/6064049/sara-lee-mini-cups-golden-apple-crumble,
Woolworths,Freezer,Sara Lee French Vanilla Cheesecake 400g,9.00,22.50,,2.25,100G,https://www.woolworths.com.au/shop/productdetails/6071279/sara-lee-french-vanilla-cheesecake,
Woolworths,Freezer,McCain Pizza Slice Snacks Meatlovers 2 pack,9.80,16.30,,1.63,100G,https://www.woolworths.com.au/shop/productdetails/112492/mccain-pizza-slice-snacks-meatlovers-meatlovers,
Woolworths,Freezer,McCain Mixed Vegetables Peas Corn & Carrot 500g,4.50,9.00,,9.0,1KG,https://www.woolworths.com.au/shop/productdetails/54233/mccain-mixed-vegetables-peas-corn-carrot,
Woolworths,Freezer,McCain Pizza Pocket Snacks Cheese & Bacon 4 pack,8.50,21.30,,2.13,100G,https://www.woolworths.com.au/shop/productdetails/139610/mccain-pizza-pocket-snacks-cheese-bacon,
Woolworths,Freezer,McCain Peas Baby 500g,4.50,9.00,,9.0,1KG,https://www.woolworths.com.au/shop/productdetails/18574/mccain-peas-baby,
Woolworths,Freezer,Woolworths Frozen Mixed Berries 1kg,12.00,12.00,,12.0,1KG,https://www.woolworths.com.au/shop/productdetails/586517/woolworths-frozen-mixed-berries,
Woolworths,Freezer,Bell Farms Chopped Spinach 250g,1.00,4.00,,4.0,1KG,https://www.woolworths.com.au/shop/productdetails/516857/bell-farms-chopped-spinach,
Woolworths,Freezer,Woolworths Puff Pastry Sheets 1kg,3.80,3.80,,0.38,100G,https://www.woolworths.com.au/shop/productdetails/18366/woolworths-puff-pastry-sheets,
Woolworths,Freezer,McCain Pizza Slice Snacks Cheese & Bacon 2 pack,9.80,16.30,,1.63,100G,https://www.woolworths.com.au/shop/productdetails/112352/mccain-pizza-slice-snacks-cheese-bacon,
Woolworths,Freezer,McCain Pizza Pocket Snacks Hawaiian 4 pack,8.50,21.30,,2.13,100G,https://www.woolworths.com.au/shop/productdetails/78067/mccain-pizza-pocket-snacks-hawaiian,
Woolworths,Freezer,On The Menu Beef Ragu Pappardelle Pasta Pasta 260g,3.90,15.00,,1.5,100G,https://www.woolworths.com.au/shop/productdetails/574780/on-the-menu-beef-ragu-pappardelle-pasta-pasta,
Woolworths,Freezer,McCain Lil Pizzas Snacks Cheesy Margherita 4 pack,6.20,16.30,,1.63,100G,https://www.woolworths.com.au/shop/productdetails/166922/mccain-lil-pizzas-snacks-cheesy-margherita,*ON SALE* Save $1.60
Woolworths,Freezer,Woolworths Frozen Blueberries 500g,6.50,13.00,,13.0,1KG,https://www.woolworths.com.au/shop/productdetails/260007/woolworths-frozen-blueberries,
Woolworths,Freezer,Woolworths Frozen Raspberries 500g,8.00,16.00,,16.0,1KG,https://www.woolworths.com.au/shop/productdetails/260004/woolworths-frozen-raspberries,
Woolworths,Freezer,Woolworths Broccoli Florets 500g,4.00,8.00,,8.0,1KG,https://www.woolworths.com.au/shop/productdetails/768559/woolworths-broccoli-florets,
Woolworths,Freezer,Woolworths Prep Set Go Diced Frozen Onions 500g,3.00,6.00,,6.0,1KG,https://www.woolworths.com.au/shop/productdetails/61998/woolworths-prep-set-go-diced-frozen-onions,
Woolworths,Freezer,Woolworths Frozen Mango 1kg,9.80,9.80,,9.8,1KG,https://www.woolworths.com.au/shop/productdetails/820796/woolworths-frozen-mango,
Woolworths,Freezer,Essentials Frozen Mixed Vegetables 1kg,2.80,2.80,,2.8,1KG,https://www.woolworths.com.au/shop/productdetails/93915/essentials-frozen-mixed-vegetables,
Woolworths,Freezer,Woolworths Carrots Peas & Corn 1kg,5.00,5.00,,5.0,1KG,https://www.woolworths.com.au/shop/productdetails/768569/woolworths-carrots-peas-corn,
Woolworths,Freezer,Essentials Frozen Peas 1kg,2.50,2.50,,2.5,1KG,https://www.woolworths.com.au/shop/productdetails/96845/essentials-frozen-peas,
Woolworths,Freezer,Woolworths Frozen Blueberries 1kg,12.00,12.00,,12.0,1KG,https://www.woolworths.com.au/shop/productdetails/586516/woolworths-frozen-blueberries,
Woolworths,Freezer,Woolworths Frozen Australian Peas 1kg,3.80,3.80,,3.8,1KG,https://www.woolworths.com.au/shop/productdetails/754169/woolworths-frozen-australian-peas,
Woolworths,Freezer,Woolworths Frozen Strawberries 500g,6.50,13.00,,13.0,1KG,https://www.woolworths.com.au/shop/productdetails/777899/woolworths-frozen-strawberries,
Woolworths,Freezer,Woolworths Frozen Sliced Beans 500g,2.80,5.60,,5.6,1KG,https://www.woolworths.com.au/shop/productdetails/768558/woolworths-frozen-sliced-beans,
Woolworths,Freezer,Woolworths Potato Minis 1kg,5.00,5.00,,5.0,1KG,https://www.woolworths.com.au/shop/productdetails/695650/woolworths-potato-minis,
Woolworths,Freezer,Woolworths Winter Veg Mix 1kg,5.20,5.20,,5.2,1KG,https://www.woolworths.com.au/shop/productdetails/768567/woolworths-winter-veg-mix,
Woolworths,Freezer,Creative Gourmet Frozen Banana Chunks 500g,4.50,9.00,,9.0,1KG,https://www.woolworths.com.au/shop/productdetails/532199/creative-gourmet-frozen-banana-chunks,*ON SALE* Save $0.50
Woolworths,Freezer,Umami Edamame Salad 200g,2.50,12.50,,12.5,1KG,https://www.woolworths.com.au/shop/productdetails/658326/umami-edamame-salad,
Woolworths,Freezer,Woolworths Broccoli & Cauliflower 500g,4.00,8.00,,8.0,1KG,https://www.woolworths.com.au/shop/productdetails/768561/woolworths-broccoli-cauliflower,
Woolworths,Freezer,Golden Gaytime Original Ice Cream Sticks 4 pack,10.00,25.00,,2.5,100ML,https://www.woolworths.com.au/shop/productdetails/169430/golden-gaytime-original-ice-cream-sticks-sticks,
Woolworths,Freezer,McCain Hash Browns Shredded 750g,5.80,7.73,,7.73,1KG,https://www.woolworths.com.au/shop/productdetails/98299/mccain-hash-browns-shredded,
Woolworths,Freezer,McCain Pub Style Extra Crispy Chips 750g,4.20,5.60,,5.6,1KG,https://www.woolworths.com.au/shop/productdetails/822845/mccain-pub-style-extra-crispy-chips,*ON SALE* Save $1.80
Woolworths,Freezer,Birds Eye Golden Crunch Crinkle Cut Chips 900g,6.00,6.67,,6.67,1KG,https://www.woolworths.com.au/shop/productdetails/180652/birds-eye-golden-crunch-crinkle-cut-chips,
Woolworths,Freezer,Marathon Dim Sims 1.5kg,13.00,8.70,,0.87,100G,https://www.woolworths.com.au/shop/productdetails/48914/marathon-dim-sims-dim-sims,
Woolworths,Freezer,McCain Pizza Meatlovers BBQ 500g,7.00,14.00,,1.4,100G,https://www.woolworths.com.au/shop/productdetails/252640/mccain-pizza-meatlovers-bbq,*ON SALE* Save $1.80
Woolworths,Freezer,Birds Eye Snap Frozen Carrot Cauliflower & Broccoli 1kg,6.50,6.50,,6.5,1KG,https://www.woolworths.com.au/shop/productdetails/217969/birds-eye-snap-frozen-carrot-cauliflower-broccoli,
Woolworths,Freezer,McCain Pizza Slice Snacks Ham & Pineapple 2 pack,9.80,16.30,,1.63,100G,https://www.woolworths.com.au/shop/productdetails/3496/mccain-pizza-slice-snacks-ham-pineapple,
Woolworths,Freezer,Essentials Beef Lasagne 400g,2.00,5.00,,0.5,100G,https://www.woolworths.com.au/shop/productdetails/389207/essentials-beef-lasagne,*ON SALE* Save $1.30
Woolworths,Freezer,Macro Organic Frozen Mixed Berries 450g,9.30,20.67,,20.67,1KG,https://www.woolworths.com.au/shop/productdetails/815129/macro-organic-frozen-mixed-berries,
Woolworths,Freezer,Macro Organic Frozen Blueberries 450g,9.30,20.67,,20.67,1KG,https://www.woolworths.com.au/shop/productdetails/815126/macro-organic-frozen-blueberries,
Woolworths,Freezer,Birds Eye Golden Crunch Hash Browns 800g,5.70,7.13,,7.13,1KG,https://www.woolworths.com.au/shop/productdetails/228797/birds-eye-golden-crunch-hash-browns,
Woolworths,Freezer,McCain Beans Baby 500g,4.00,8.00,,8.0,1KG,https://www.woolworths.com.au/shop/productdetails/22239/mccain-beans-baby,
Woolworths,Freezer,McCain Mixed Vegetables Peas & Corn 500g,4.50,9.00,,9.0,1KG,https://www.woolworths.com.au/shop/productdetails/54232/mccain-mixed-vegetables-peas-corn,
Woolworths,Freezer,Marathon Puffy Dogs 600g,9.50,15.80,,1.58,100G,https://www.woolworths.com.au/shop/productdetails/215516/marathon-puffy-dogs,
Woolworths,Freezer,McCain Pub Size Chicken Bacon Bake Frozen Meal 480g,7.50,15.60,,1.56,100G,https://www.woolworths.com.au/shop/productdetails/817102/mccain-pub-size-chicken-bacon-bake-frozen-meal,*ON SALE* Save $2.00
Woolworths,Freezer,Birds Eye Potato Gems Bite Size Hash Brown 900g,6.80,7.56,,7.56,1KG,https://www.woolworths.com.au/shop/productdetails/180109/birds-eye-potato-gems-bite-size-hash-brown,
Woolworths,Freezer,Woolworths Australian Frozen Sweet Corn Cobs 1kg,5.00,5.00,,5.0,1KG,https://www.woolworths.com.au/shop/productdetails/374274/woolworths-australian-frozen-sweet-corn-cobs,
Woolworths,Freezer,Woolworths Corn Kernels 1kg,5.00,5.00,,5.0,1KG,https://www.woolworths.com.au/shop/productdetails/768570/woolworths-corn-kernels,
Woolworths,Freezer,Bell Farms Frozen Mash Potato 1kg,5.00,5.00,,5.0,1KG,https://www.woolworths.com.au/shop/productdetails/429267/bell-farms-frozen-mash-potato,
Woolworths,Freezer,Mrs Mac's Microwave Giant Sausage Roll Frozen 175g,4.00,22.90,,2.29,100G,https://www.woolworths.com.au/shop/productdetails/219967/mrs-mac-s-microwave-giant-sausage-roll-frozen,
Woolworths,Freezer,Creative Gourmet Frozen Mango Chunks 500g,4.50,9.00,,9.0,1KG,https://www.woolworths.com.au/shop/productdetails/949/creative-gourmet-frozen-mango-chunks,*ON SALE* Save $0.85
Woolworths,Freezer,McCain Superfries Straight Cut 900g,4.30,4.78,,4.78,1KG,https://www.woolworths.com.au/shop/productdetails/662933/mccain-superfries-straight-cut,
Woolworths,Freezer,Woolworths Party Pies 24 pack,9.90,8.80,,0.88,100G,https://www.woolworths.com.au/shop/productdetails/621328/woolworths-party-pies,
Woolworths,Freezer,Blue Ribbon Classic Vanilla Tub 2L,6.50,3.30,,0.33,100ML,https://www.woolworths.com.au/shop/productdetails/40568/blue-ribbon-classic-vanilla-tub-classic-vanilla-dessert-tub,
Woolworths,Freezer,Bulla Creamy Classics Ice Cream Vanilla 2L,12.00,6.00,,0.6,100ML,https://www.woolworths.com.au/shop/productdetails/191043/bulla-creamy-classics-ice-cream-vanilla,
Woolworths,Freezer,Ingham's Frozen Chicken Breast Tenders Original 400g,4.50,11.25,,11.25,1KG,https://www.woolworths.com.au/shop/productdetails/38728/ingham-s-frozen-chicken-breast-tenders-original,*ON SALE* Save $1.00
Woolworths,Freezer,Scotts Pies Meat 6 pack,6.00,6.70,,0.67,100G,https://www.woolworths.com.au/shop/productdetails/95243/scotts-pies-meat,
Woolworths,Freezer,Woolworths Potato Wedges 750g,3.50,4.67,,4.67,1KG,https://www.woolworths.com.au/shop/productdetails/693777/woolworths-potato-wedges,
Woolworths,Freezer,Birds Eye Stir Fry Oriental 850g,5.50,6.47,,6.47,1KG,https://www.woolworths.com.au/shop/productdetails/768622/birds-eye-stir-fry-oriental,
Woolworths,Freezer,Four'N Twenty Pies Meat 4 pack,9.50,13.60,,1.36,100G,https://www.woolworths.com.au/shop/productdetails/24940/four-n-twenty-pies-meat,
Woolworths,Freezer,Woolworths Peas & Corn 500g,3.40,6.80,,6.8,1KG,https://www.woolworths.com.au/shop/productdetails/768564/woolworths-peas-corn,
Woolworths,Freezer,McCain Pizza Cheese & Bacon 500g,7.00,14.00,,1.4,100G,https://www.woolworths.com.au/shop/productdetails/93831/mccain-pizza-cheese-bacon,*ON SALE* Save $1.80
Woolworths,Freezer,Tegel Take Outs Extra Crunchy Chicken Burgers 550g,13.00,23.64,,23.64,1KG,https://www.woolworths.com.au/shop/productdetails/554226/tegel-take-outs-extra-crunchy-chicken-burgers,
Woolworths,Freezer,Marathon Spring Rolls 660g,7.20,10.90,,1.09,100G,https://www.woolworths.com.au/shop/productdetails/387085/marathon-spring-rolls,
Woolworths,Freezer,McCain Corn Kernels 500g,3.80,7.60,,7.6,1KG,https://www.woolworths.com.au/shop/productdetails/90838/mccain-corn-kernels,
Woolworths,Freezer,Peters Original Vanilla Ice Cream 2L,5.95,3.00,,0.3,100ML,https://www.woolworths.com.au/shop/productdetails/40518/peters-original-vanilla-ice-cream-ice-cream,
Woolworths,Freezer,Woolworths Crumbed Chicken Breast Tenders 1kg,9.00,9.00,,9.0,1KG,https://www.woolworths.com.au/shop/productdetails/132260/woolworths-crumbed-chicken-breast-tenders,
Woolworths,Freezer,Essentials Crumbed Chicken Nuggets 500g,3.25,6.50,,6.5,1KG,https://www.woolworths.com.au/shop/productdetails/97997/essentials-crumbed-chicken-nuggets,
Woolworths,Freezer,Birds Eye Stir Fry Mix Chinese 850g,5.50,6.47,,6.47,1KG,https://www.woolworths.com.au/shop/productdetails/705694/birds-eye-stir-fry-mix-chinese,
Woolworths,Freezer,Haagen-Dazs Ice cream Rum & Raisin 457mL,13.50,29.50,,2.95,100ML,https://www.woolworths.com.au/shop/productdetails/6040669/haagen-dazs-ice-cream-rum-raisin,
Woolworths,Freezer,McCain Lil Pizzas Snacks Ham & Cheese 4 pack,6.20,15.50,,1.55,100G,https://www.woolworths.com.au/shop/productdetails/9660/mccain-lil-pizzas-snacks-ham-cheese,*ON SALE* Save $1.60
Woolworths,Freezer,On The Menu Beef Rissole Frozen Meal 320g,7.30,22.80,,2.28,100G,https://www.woolworths.com.au/shop/productdetails/56012/on-the-menu-beef-rissole-frozen-meal,
Woolworths,Freezer,McCain Pizza Ham & Pineapple 500g,7.00,14.00,,1.4,100G,https://www.woolworths.com.au/shop/productdetails/96406/mccain-pizza-ham-pineapple,*ON SALE* Save $1.80
Woolworths,Freezer,Hong Kong Dim Sim Kitchen Pork & Chive Dumplings 300g,8.50,28.30,,2.83,100G,https://www.woolworths.com.au/shop/productdetails/162544/hong-kong-dim-sim-kitchen-pork-chive-dumplings,
Woolworths,Freezer,Woolworths Party Sausage Rolls 24 pack,9.90,11.00,,1.1,100G,https://www.woolworths.com.au/shop/productdetails/621329/woolworths-party-sausage-rolls,
Woolworths,Freezer,McCain Beer Batter Steakhouse Chips 750g,5.80,7.73,,7.73,1KG,https://www.woolworths.com.au/shop/productdetails/249351/mccain-beer-batter-steakhouse-chips,
Woolworths,Freezer,Pampas Puff Pastry 10 Sheets 1.6kg,7.65,4.80,,0.48,100G,https://www.woolworths.com.au/shop/productdetails/83512/pampas-puff-pastry-10-sheets,
Woolworths,Freezer,McCain Superfries Shoestring 900g,4.30,4.78,,4.78,1KG,https://www.woolworths.com.au/shop/productdetails/662937/mccain-superfries-shoestring,
Woolworths,Freezer,Woolworths Cookies & Cream Ice Cream Sandwich 4 pack,3.80,8.60,,0.86,100ML,https://www.woolworths.com.au/shop/productdetails/830212/woolworths-cookies-cream-ice-cream-sandwich,
Woolworths,Freezer,Birds Eye Steam Fresh Carrot Cauliflower & Broccoli 750g,5.50,7.33,,7.33,1KG,https://www.woolworths.com.au/shop/productdetails/180752/birds-eye-steam-fresh-carrot-cauliflower-broccoli,
Woolworths,Freezer,Ingham's Chicken Tenders Original 1kg,13.00,13.00,,13.0,1KG,https://www.woolworths.com.au/shop/productdetails/227255/ingham-s-chicken-tenders-original,
Woolworths,Freezer,Macro Organic Frozen Raspberries 450g,9.30,20.67,,20.67,1KG,https://www.woolworths.com.au/shop/productdetails/815127/macro-organic-frozen-raspberries,
Woolworths,Freezer,Woolworths Chicken Breast Sweet Chilli Tenders 1kg,9.00,9.00,,9.0,1KG,https://www.woolworths.com.au/shop/productdetails/179958/woolworths-chicken-breast-sweet-chilli-tenders,
Woolworths,Freezer,Mrs Mac's Microwave Beef Pie Frozen 175g,4.00,22.90,,2.29,100G,https://www.woolworths.com.au/shop/productdetails/221025/mrs-mac-s-microwave-beef-pie-frozen,
Woolworths,Freezer,Steggles Chicken Nuggets Tempura 1kg,10.80,10.80,,10.8,1KG,https://www.woolworths.com.au/shop/productdetails/385359/steggles-chicken-nuggets-tempura,*ON SALE* Save $2.70
Woolworths,Freezer,Woolworths Vegetable Cocktail Spring Rolls 60 Pack 1kg,6.50,6.50,,0.65,100G,https://www.woolworths.com.au/shop/productdetails/695442/woolworths-vegetable-cocktail-spring-rolls-60-pack,
Woolworths,Freezer,Essentials Crinkle Cut Chips 1kg,3.15,3.15,,3.15,1KG,https://www.woolworths.com.au/shop/productdetails/640775/essentials-crinkle-cut-chips,
Woolworths,Freezer,Woolworths Shoestring Fries 900g,3.60,4.00,,4.0,1KG,https://www.woolworths.com.au/shop/productdetails/503713/woolworths-shoestring-fries,
Woolworths,Freezer,Woolworths Frozen Mango 500g,6.50,13.00,,13.0,1KG,https://www.woolworths.com.au/shop/productdetails/777911/woolworths-frozen-mango,
Woolworths,Freezer,McCain Frozen Peas 500g,3.70,7.40,,7.4,1KG,https://www.woolworths.com.au/shop/productdetails/96206/mccain-frozen-peas,
Woolworths,Freezer,McCain Supreme Pizza 500g,7.00,14.00,,1.4,100G,https://www.woolworths.com.au/shop/productdetails/96415/mccain-supreme-pizza,*ON SALE* Save $1.80
Woolworths,Freezer,Tegel Take Outs Louisiana Style Chicken Tenders 500g,14.00,28.00,,28.0,1KG,https://www.woolworths.com.au/shop/productdetails/71227/tegel-take-outs-louisiana-style-chicken-tenders,
Woolworths,Freezer,McCain Frozen Pizza Slices Supreme 600g,9.80,16.30,,1.63,100G,https://www.woolworths.com.au/shop/productdetails/3408/mccain-frozen-pizza-slices-supreme,
Woolworths,Freezer,Birds Eye Steam Fresh Broccoli Carrots & Corn 750g,5.50,7.33,,7.33,1KG,https://www.woolworths.com.au/shop/productdetails/322796/birds-eye-steam-fresh-broccoli-carrots-corn,
Woolworths,Freezer,Patties Party Pack Pies & Sausage Rolls 1.25kg,18.00,14.40,,1.44,100G,https://www.woolworths.com.au/shop/productdetails/55613/patties-party-pack-pies-sausage-rolls,
Woolworths,Freezer,Peters Original Vanilla 4L,10.90,2.70,,0.27,100ML,https://www.woolworths.com.au/shop/productdetails/34673/peters-original-vanilla,
Woolworths,Freezer,Woolworths Cauliflower Florets 500g,4.00,8.00,,8.0,1KG,https://www.woolworths.com.au/shop/productdetails/768560/woolworths-cauliflower-florets,
Woolworths,Freezer,Birds Eye Steam Fresh Peas Beans Broccoli Corn Mix 750g,5.50,7.33,,7.33,1KG,https://www.woolworths.com.au/shop/productdetails/782977/birds-eye-steam-fresh-peas-beans-broccoli-corn-mix,
Woolworths,Freezer,Birds Eye Golden Crunch Thin & Crispy Chips 900g,6.00,6.67,,6.67,1KG,https://www.woolworths.com.au/shop/productdetails/180592/birds-eye-golden-crunch-thin-crispy-chips,
Woolworths,Freezer,Haagen-Dazs Ice Cream Salted Caramel 457mL,13.50,29.50,,2.95,100ML,https://www.woolworths.com.au/shop/productdetails/505069/haagen-dazs-ice-cream-salted-caramel,
Woolworths,Freezer,McCain Mixed Vegetable Seasonal Mix Frozen 1kg,7.30,7.30,,7.3,1KG,https://www.woolworths.com.au/shop/productdetails/802648/mccain-mixed-vegetable-seasonal-mix-frozen,
Woolworths,Freezer,McCain Pub Size Parma 480g,7.50,15.60,,1.56,100G,https://www.woolworths.com.au/shop/productdetails/54002/mccain-pub-size-parma-frozen-meal,*ON SALE* Save $2.00
Woolworths,Freezer,McCain Pickers Nacho Cheese Triangles 230g,7.50,32.60,,3.26,100G,https://www.woolworths.com.au/shop/productdetails/908641/mccain-pickers-nacho-cheese-triangles,
Woolworths,Freezer,Ingham's Tempura Style Nuggets 1kg,13.00,13.00,,13.0,1KG,https://www.woolworths.com.au/shop/productdetails/227138/ingham-s-tempura-style-nuggets,
Woolworths,Freezer,Woolworths Butter Chicken & Rice 375g,4.20,11.20,,1.12,100G,https://www.woolworths.com.au/shop/productdetails/694859/woolworths-butter-chicken-rice-null,
Woolworths,Freezer,Ingham's Chicken Nuggets Original 1kg,13.00,13.00,,13.0,1KG,https://www.woolworths.com.au/shop/productdetails/227176/ingham-s-chicken-nuggets-original,
Woolworths,Freezer,Patties Party Pies Frozen 12 pack,7.70,13.80,,1.38,100G,https://www.woolworths.com.au/shop/productdetails/77888/patties-party-pies-frozen,*ON SALE* Save $2.00
Woolworths,Freezer,Magnum Classic Ice Cream Sticks 4 pack,12.00,28.00,,2.8,100ML,https://www.woolworths.com.au/shop/productdetails/485660/magnum-classic-ice-cream-sticks,
Woolworths,Freezer,Birds Eye Golden Crunch Straight Cut Chips 900g,6.00,6.67,,6.67,1KG,https://www.woolworths.com.au/shop/productdetails/179560/birds-eye-golden-crunch-straight-cut-chips,
Woolworths,Freezer,Essentials French Fries 1kg,3.15,3.15,,3.15,1KG,https://www.woolworths.com.au/shop/productdetails/972913/essentials-french-fries,
Woolworths,Freezer,Woolworths Ice Cream Cones Vanilla 4 pack,3.70,7.80,,0.78,100ML,https://www.woolworths.com.au/shop/productdetails/792233/woolworths-ice-cream-cones-vanilla,
Woolworths,Freezer,Woolworths Crumbed Dino Chicken Nuggets 1kg,9.00,9.00,,9.0,1KG,https://www.woolworths.com.au/shop/productdetails/887519/woolworths-crumbed-dino-chicken-nuggets,
Woolworths,Freezer,Woolworths Chocolate Coated Dessert Sticks 9 pack,3.50,5.40,,0.54,100ML,https://www.woolworths.com.au/shop/productdetails/921643/woolworths-chocolate-coated-dessert-sticks,
Woolworths,Freezer,Woolworths Australian Baby Peas 1kg,5.20,5.20,,5.2,1KG,https://www.woolworths.com.au/shop/productdetails/754181/woolworths-australian-baby-peas,
Woolworths,Freezer,Pizza BBQ Meatlovers 500g,4.00,8.00,,0.8,100G,https://www.woolworths.com.au/shop/productdetails/6042407/wow-pizza-bbq-meatlovers,
Woolworths,Freezer,Creative Gourmet Frozen Pineapple Pieces 500g,4.50,9.00,,9.0,1KG,https://www.woolworths.com.au/shop/productdetails/532343/creative-gourmet-frozen-pineapple-pieces,*ON SALE* Save $2.00
Woolworths,Freezer,Ingham's Frozen Chicken Breast Tenders Sweet Chilli 400g,4.50,11.25,,11.25,1KG,https://www.woolworths.com.au/shop/productdetails/229446/ingham-s-frozen-chicken-breast-tenders-sweet-chilli,*ON SALE* Save $1.00
Woolworths,Freezer,Woolworths Brussels Sprouts 500g,2.50,5.00,,5.0,1KG,https://www.woolworths.com.au/shop/productdetails/768583/woolworths-brussels-sprouts,
Woolworths,Freezer,Birds Eye Australian Grown Garden Peas 825g,4.90,5.94,,5.94,1KG,https://www.woolworths.com.au/shop/productdetails/6005985/birds-eye-australian-grown-garden-peas,
Woolworths,Freezer,McCain Pub Size Chicken Kyiv Frozen Meal 480g,7.50,15.60,,1.56,100G,https://www.woolworths.com.au/shop/productdetails/679366/mccain-pub-size-chicken-kyiv-frozen-meal,*ON SALE* Save $2.00
Woolworths,Freezer,McCain Family Pizza Pepperoni 490g,7.00,14.30,,1.43,100G,https://www.woolworths.com.au/shop/productdetails/165354/mccain-family-pizza-pepperoni,*ON SALE* Save $1.80
Woolworths,Freezer,On The Menu Chicken Parmigiana Frozen Meal 320g,7.30,22.80,,2.28,100G,https://www.woolworths.com.au/shop/productdetails/369507/on-the-menu-chicken-parmigiana-frozen-meal,
Woolworths,Freezer,Ingham's Sweet Chilli Chicken Tenders 1kg,13.00,13.00,,13.0,1KG,https://www.woolworths.com.au/shop/productdetails/227382/ingham-s-sweet-chilli-chicken-tenders,
Woolworths,Freezer,Woolworths Julienne Carrots 500g,2.50,5.00,,5.0,1KG,https://www.woolworths.com.au/shop/productdetails/768562/woolworths-julienne-carrots,
Woolworths,Freezer,Birds Eye Deli Seasoned Roast Potatoes Rosemary & Garlic 600g,6.20,10.33,,10.33,1KG,https://www.woolworths.com.au/shop/productdetails/839429/birds-eye-deli-seasoned-roast-potatoes-rosemary-garlic,
Woolworths,Freezer,Steggles Chicken Fingers Crumbed 1kg,10.80,10.80,,10.8,1KG,https://www.woolworths.com.au/shop/productdetails/508730/steggles-chicken-fingers-crumbed,*ON SALE* Save $2.70
Woolworths,Freezer,Woolworths Ice Cream Cones Boysenberry 4 pack,3.70,7.80,,0.78,100ML,https://www.woolworths.com.au/shop/productdetails/792235/woolworths-ice-cream-cones-boysenberry,
Woolworths,Freezer,Sara Lee Chocolate Swirl Bavarian 375g,9.00,24.00,,2.4,100G,https://www.woolworths.com.au/shop/productdetails/263648/sara-lee-chocolate-swirl-bavarian,
Woolworths,Freezer,McCain Peas Baby 1kg,6.90,6.90,,6.9,1KG,https://www.woolworths.com.au/shop/productdetails/93371/mccain-peas-baby,
Woolworths,Freezer,Haagen-Dazs Ice Cream Belgian Chocolate 457mL,13.50,29.50,,2.95,100ML,https://www.woolworths.com.au/shop/productdetails/505061/haagen-dazs-ice-cream-belgian-chocolate,
Woolworths,Freezer,McCain Pub Size Southern Style 480g,7.50,15.60,,1.56,100G,https://www.woolworths.com.au/shop/productdetails/817068/mccain-pub-size-southern-style-chicken-frozen-meal,*ON SALE* Save $2.00
